Species	Tree1	Tree2	Tree3	Tree4	Tree5	Tree6	Tree7	Tree8	Tree9	Tree10	Tree11	Tree12	Tree13	Tree14	Tree15	Tree16	Tree17	Tree18	Tree19	Tree20	Tree21	Tree22	Average 	SpeciesTree 
Li_bor	0.024236882889689	0.0012629000023442	0.0494219112259343	0.0033395893572963	0.00166798497617521	0.00298312024789452	0.0029716137365604	0.0387051375788752	0.00485263641239699	0.00166592796102198	0.00192402458414944	0.0172260215040808	0.0108891873861291	0.00456887630227479	0.0019554751971592	0.00308552241927453	0.00280741957424638	0.00244974958492593	0.00260436827815669	0.0114401196257264	0.0138369239752985	0.000761350548111111	0.00930257924398732	0.00980047463872681
La_obl	0.015295342679689	0.0012629000023442	0.0273429967764343	0.0033395893572963	0.00233152516567521	0.00228506796289452	0.0037980855008604	0.0227873094173752	0.00289692890399699	0.00383020674902198	0.00358133791191134	0.0165516230090808	0.00338850166712915	0.00457002369027479	0.000812223309159201	0.00513480360627453	0.00370235881412517	0.00137269454042593	0.00111947037815669	0.0061761800477264	0.000357811005298475	0.000761350548111111	0.00603174232014826	0.00822464130539348
La_obs	0.00898966863768904	0.0012629000023442	0.0444762287104343	0.0031736715552963	0.00772407216267521	0.00228506796289452	0.0037980855008604	0.0404159601903752	0.00190075787139699	0.00166592796102198	0.00266576656341134	0.0058607838540808	0.00338850166712915	0.00455824319327479	0.000812223309159201	0.00512793929627453	0.00670733588712517	0.00137269454042593	0.00111947037815669	0.00318326307272641	0.00193360843229847	0.000761350548111111	0.00696288733168917	0.00822464130539348
Or_orc	0.0045841897037037	0.000672629280594203	0.0709814947609343	0.0047815773627963	0.00128101083789985	0.00228366023539452	0.00872995903837151	0.0752730514484419	0.00951423275764699	0.00865630871514976	0.00553322447484944	0.0235471992139141	0.00727348398376248	0.00190194566151288	0.0031034657671592	0.0173356178743873	0.0104284363623543	0.000297361753925926	0.00260443995815669	0.00902012488040097	0.000357811005298475	0.00586649745511111	0.0124558055696257	0.016949431781584
La_alb	0.0243700870559271	0.000672629280594203	0.0836450353152979	0.0050958654177963	0.00422474503689985	0.00435497032289453	0.00624496141237151	0.0549002855232038	0.00263836579764699	0.00923593758214976	0.00554066961184944	0.0291157789650808	0.00731288800776248	0.00481828373715574	0.00122010902057097	0.00665636801635786	0.0116785568119793	0.00677684286692593	0.00224019275379085	0.011765571525401	0.000577481330192593	0.0120378861911111	0.0134147050719527	0.016949431781584
La_acu	0.0289918436851436	0.000672629280594203	0.0800940392756009	0.00109486714147508	0.00739344463729985	0.00243768641225167	0.00920417424727858	0.0489634872072947	0.0119779993650756	0.0180968560691498	0.00367884102884944	0.0228726102784141	0.00749824412646248	0.00315264095151288	0.00536265095138647	0.00555919140435786	0.0114876222491222	0.00678041296492593	0.000522983709790853	0.00374688470040097	0.00497741021559259	0.0063427139330202	0.0132231469925	0.0190352045088567
Ne_pho	0.0581651407106268	0.00313987450683333	0.153108621897037	0.00487729569637963	0.00626732065954985	0.00321857740373148	0.00909048373664815	0.0866134902305556	0.000596960124814815	0.0166652114718056	0.00631720064619726	0.0140931383366667	0.0102310361346574	0.00417147625550926	0.00505922990152778	0.00707175046792308	0.00575257761508333	0.00674217270467593	0.00109220631059259	0.00405991464194444	0.0380877564205926	0.00718355341611111	0.0205274995131574	0.0222480740740741
Ph_pho	0.0429135892706268	0.0143578250868333	0.131982494017037	0.00487729569637963	0.00658621063754985	0.00537796934673148	0.00499673452264815	0.141211201000556	0.00830965124981481	0.0101330135938056	0.0100062013221973	0.0489197301666667	0.00784259170065741	0.00671141419550926	0.0108172598395278	0.0125903245879231	0.00782376397008333	0.00888924285267593	0.00109220631059259	0.00953651888894444	0.0206636498025926	0.0100048690951111	0.0238928980524756	0.0222480740740741
De_leu	0.0393923551626268	0.00633351697133333	0.095571718972037	0.0111542717183796	0.00275055107804985	0.00886455218573148	0.0119408465271481	0.0708868389205556	0.00698029478749481	0.0110083816308056	0.00290029564895727	0.0212355742104667	0.00343320736915741	0.00678920501550926	0.00874625180952778	0.00078353177	0.00457431540308333	0.00785383953617593	0.00261984055581259	0.00406100484194444	0.00710877101559259	0.00715799097461111	0.0155521434593182	0.0213645740740741
Mo_mon	0.0542325286326268	0.00392025770833333	0.077623047992037	0.00129188069037963	0.00275055107804985	0.00646573808173148	0.00852783181314815	0.0677140410405556	0.00413361844849481	0.0149913149338056	0.00102080262111111	0.0408309629604667	0.00910517392415741	0.00688840917650926	0.00711067937752778	0.00326014975192308	0.00746622862908333	0.0100833307791759	0.00113191136281259	0.00682030610994444	0.00301300704359259	0.00158512218561111	0.0154530406518672	0.0213645740740741
Ph_mac	0.123773122	0.009782315361	0.233269768	0.0129733091	0.03159712821	0.02182075096	0.0335967493	0.2086331568	0.01611792337	0.01670561106	0.02756167077	0.09457800966	0.03355148864	0.01772736595	0.01380719082	0.02115535779	0.01817277669	0.005502429466	0.009051881452	0.01616446758	0.007156465954	0.0058181061	0.0444780475015	0.062306
